date,region,market,commodity,min_price,max_price,unit,source_pdf,page,table_title,row_number
2026-08-10,Geita,Nyankumbu,Finger Millet (Ulezi),180000,180000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,20
2026-08-10,Geita,Nyankumbu,Wheat Grain (Ngano),180000,180000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,20
2026-08-10,Geita,Nyankumbu,Beans (Maharage),320000,320000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,20
2026-08-10,Geita,Nyankumbu,Irish Potatoes (Viazi Mviringo),100000,100000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,20
2026-08-10,Kagera,Bukoba,Maize (Mahindi),70000,72000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Rice (Mchele),160000,280000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Sorghum (Mtama),140000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Bulrush Millet (Uwele),140000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Finger Millet (Ulezi),240000,260000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Wheat Grain (Ngano),180000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Beans (Maharage),160000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Kagera,Bukoba,Irish Potatoes (Viazi Mviringo),80000,85000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,21
2026-08-10,Katavi,Majengo,Maize (Mahindi),80000,80000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Katavi,Majengo,Rice (Mchele),250000,250000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Katavi,Majengo,Sorghum (Mtama),70000,70000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Katavi,Majengo,Finger Millet (Ulezi),300000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Katavi,Majengo,Wheat Grain (Ngano),300000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Katavi,Majengo,Beans (Maharage),300000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Katavi,Majengo,Irish Potatoes (Viazi Mviringo),150000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,22
2026-08-10,Mbeya,Igawilo/Soweto,Maize (Mahindi),45000,55000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Rice (Mchele),180000,230000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Sorghum (Mtama),125000,140000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Bulrush Millet (Uwele),250000,260000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Finger Millet (Ulezi),175000,225000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Wheat Grain (Ngano),150000,180000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Beans (Maharage),125000,225000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Mbeya,Igawilo/Soweto,Irish Potatoes (Viazi Mviringo),100000,100000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,23
2026-08-10,Ruvuma,Songea,Maize (Mahindi),34000,48000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Rice (Mchele),160000,265000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Sorghum (Mtama),200000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Bulrush Millet (Uwele),400000,400000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Finger Millet (Ulezi),300000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Wheat Grain (Ngano),200000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Beans (Maharage),150000,175000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Ruvuma,Songea,Irish Potatoes (Viazi Mviringo),66000,70000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,24
2026-08-10,Shinyanga,Shinyanga,Maize (Mahindi),70000,75000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Rice (Mchele),190000,230000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Sorghum (Mtama),140000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Bulrush Millet (Uwele),100000,100000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Finger Millet (Ulezi),240000,250000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Wheat Grain (Ngano),200000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Beans (Maharage),200000,220000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Shinyanga,Shinyanga,Irish Potatoes (Viazi Mviringo),80000,90000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,25
2026-08-10,Mwanza,Mwanza,Maize (Mahindi),78000,85000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Rice (Mchele),155000,260000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Sorghum (Mtama),120000,160000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Bulrush Millet (Uwele),110000,140000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Finger Millet (Ulezi),280000,280000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Wheat Grain (Ngano),200000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Beans (Maharage),250000,280000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Mwanza,Mwanza,Irish Potatoes (Viazi Mviringo),100000,100000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,26
2026-08-10,Pwani,Mnalani,Maize (Mahindi),90000,90000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Rice (Mchele),200000,220000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Sorghum (Mtama),180000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Bulrush Millet (Uwele),180000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Finger Millet (Ulezi),200000,230000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Wheat Grain (Ngano),230000,230000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Beans (Maharage),280000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Pwani,Mnalani,Irish Potatoes (Viazi Mviringo),140000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,27
2026-08-10,Simiyu,Bariadi TC,Maize (Mahindi),78000,78000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Rice (Mchele),180000,260000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Sorghum (Mtama),200000,250000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Bulrush Millet (Uwele),200000,250000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Finger Millet (Ulezi),200000,250000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Wheat Grain (Ngano),250000,270000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Beans (Maharage),280000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Simiyu,Bariadi TC,Irish Potatoes (Viazi Mviringo),140000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,28
2026-08-10,Kigoma,Kigoma,Maize (Mahindi),65000,65000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Rice (Mchele),220000,300000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Sorghum (Mtama),150000,160000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Bulrush Millet (Uwele),150000,170000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Finger Millet (Ulezi),200000,210000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Wheat Grain (Ngano),200000,210000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Beans (Maharage),200000,220000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Kigoma,Kigoma,Irish Potatoes (Viazi Mviringo),95000,100000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,29
2026-08-10,Njombe,Makambako,Maize (Mahindi),55600,58300,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Njombe,Makambako,Rice (Mchele),225000,250000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Njombe,Makambako,Sorghum (Mtama),80000,90000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Njombe,Makambako,Finger Millet (Ulezi),150000,175000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Njombe,Makambako,Wheat Grain (Ngano),110000,200000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Njombe,Makambako,Beans (Maharage),200000,230000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Njombe,Makambako,Irish Potatoes (Viazi Mviringo),100000,120000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,30
2026-08-10,Rukwa,Sumbawangwa,Maize (Mahindi),40000,60000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,31
2026-08-10,Rukwa,Sumbawangwa,Rice (Mchele),170000,230000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,31
2026-08-10,Rukwa,Sumbawangwa,Finger Millet (Ulezi),150000,170000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,31
2026-08-10,Rukwa,Sumbawangwa,Wheat Grain (Ngano),100000,140000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,31
2026-08-10,Rukwa,Sumbawangwa,Beans (Maharage),120000,150000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,31
2026-08-10,Rukwa,Sumbawangwa,Irish Potatoes (Viazi Mviringo),75000,90000,TZS per 100kg,"Bei ya bidhaa th  10 ,Agost ,2026 Imewekwa 10th Aug 2026",1,,31
