date,region,market,commodity,min_price,max_price,unit,source_pdf,page,table_title,row_number
2021-05-21,Morogoro,Morogoro,Maize (Mahindi),39062,42968,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Rice (Mchele),100000,120000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Sorghum (Mtama),100000,100000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Bulrush Millet (Uwele),120000,120000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Finger Millet (Ulezi),170000,180000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Wheat (Ngano Punje),150000,150000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Beans (Maharage),180000,195000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Morogoro,Morogoro,Irish Potatoes (Viazi Mviringo),80125,81000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",17
2021-05-21,Tabora,Tabora,Maize (Mahindi),34000,36000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",18
2021-05-21,Tabora,Tabora,Rice (Mchele),100000,120000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",18
2021-05-21,Tabora,Tabora,Sorghum (Mtama),140000,150000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",18
2021-05-21,Tabora,Tabora,Finger Millet (Ulezi),180000,190000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",18
2021-05-21,Tabora,Tabora,Beans (Maharage),180000,190000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",18
2021-05-21,Tabora,Tabora,Irish Potatoes (Viazi Mviringo),70000,75000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",18
2021-05-21,Mwanza,Mwanza,Maize (Mahindi),55000,60000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mwanza,Mwanza,Rice (Mchele),110000,220000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mwanza,Mwanza,Sorghum (Mtama),130000,150000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mwanza,Mwanza,Bulrush Millet (Uwele),130000,180000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mwanza,Mwanza,Finger Millet (Ulezi),180000,200000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mwanza,Mwanza,Beans (Maharage),150000,230000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mwanza,Mwanza,Irish Potatoes (Viazi Mviringo),70000,75000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",19
2021-05-21,Mara,Musoma,Maize (Mahindi),50000,55000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Mara,Musoma,Rice (Mchele),100000,110000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Mara,Musoma,Sorghum (Mtama),50000,55000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Mara,Musoma,Bulrush Millet (Uwele),180000,200000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Mara,Musoma,Finger Millet (Ulezi),180000,200000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Mara,Musoma,Beans (Maharage),180000,200000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Mara,Musoma,Irish Potatoes (Viazi Mviringo),85000,100000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",20
2021-05-21,Ruvuma,Songea,Maize (Mahindi),35000,45000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",21
2021-05-21,Ruvuma,Songea,Rice (Mchele),130000,200000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",21
2021-05-21,Ruvuma,Songea,Beans (Maharage),160000,180000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",21
2021-05-21,Ruvuma,Songea,Irish Potatoes (Viazi Mviringo),70000,75000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",21
2021-05-21,Shinyanga,Shinyanga,Maize (Mahindi),42000,48000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",22
2021-05-21,Shinyanga,Shinyanga,Rice (Mchele),100000,110000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",22
2021-05-21,Shinyanga,Shinyanga,Sorghum (Mtama),80000,85000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",22
2021-05-21,Shinyanga,Shinyanga,Bulrush Millet (Uwele),80000,90000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",22
2021-05-21,Shinyanga,Shinyanga,Finger Millet (Ulezi),100000,110000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",22
2021-05-21,Shinyanga,Shinyanga,Beans (Maharage),170000,180000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",22
2021-05-21,Tanga,Tanga,Maize (Mahindi),43000,45000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Rice (Mchele),120000,160000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Sorghum (Mtama),90000,100000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Bulrush Millet (Uwele),100000,150000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Finger Millet (Ulezi),120000,130000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Wheat (Ngano Punje),120000,120000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Beans (Maharage),190000,200000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
2021-05-21,Tanga,Tanga,Irish Potatoes (Viazi Mviringo),58000,60000,TZS per 100kg,"sw-1621854270-Wholesale prices Report  21st May, 2021.pdf",1,"BEI ZA JUMLA ZA MAZAO MAKUU YA CHAKULA NCHINI (TZS / KILO 100) _21 Mei, 2021",23
